mpg,cylinders,displayments,horsepower,weight,acceleration,model year,origin,car name,outlier,car brand,model,anomaly_score,multivariate_outlier,car_name_encoded
-0.706438700650983,1.498191258034802,1.090603697954175,0.6641327329009119,0.6308698741675456,-1.2954983442942447,70,1,chevrolet chevelle malibu,Normal,chevrolet,chevelle malibu,1,Normal,5
-1.0907506236404463,1.498191258034802,1.5035143043761154,1.574594473048845,0.8543329711977774,-1.477037792582784,70,1,buick skylark 320,Normal,buick,skylark 320,1,Normal,3
-0.706438700650983,1.498191258034802,1.196231992620253,1.1843965844140165,0.5504704530138114,-1.6585772408713233,70,1,plymouth satellite,Normal,plymouth,satellite,1,Normal,19
-0.9626466493106252,1.498191258034802,1.061795981227063,1.1843965844140165,0.5469234197276172,-1.2954983442942447,70,1,amc rebel sst,Normal,amc,rebel sst,1,Normal,0
-0.834542674980804,1.498191258034802,1.0425908367423216,0.9242646586574642,0.5658409305873193,-1.8401166891598626,70,1,ford torino,Normal,ford,torino,1,Normal,10
-1.0907506236404463,1.498191258034802,2.262117511523401,2.4330298280454676,1.620492161015715,-2.0216561374484017,70,1,ford galaxie 500,Normal,ford,galaxie 500,1,Normal,10
-1.0907506236404463,1.498191258034802,1.8876171940709434,2.2249242874402255,1.0399610465086049,-2.56627448231402,70,1,amc ambassador dpl,Normal,amc,ambassador dpl,1,Normal,0
-1.0907506236404463,1.498191258034802,1.8203991883743487,1.7046604359271211,0.7006281954626973,-2.0216561374484017,70,1,dodge challenger se,Normal,dodge,challenger se,1,Normal,8
-1.2188545979702672,1.498191258034802,1.4074885819524083,1.4445285101705687,0.755016039184341,-2.747813930602559,70,1,plymouth 'cuda 340,Outlier,plymouth,'cuda 340,1,Normal,19
-1.0907506236404463,1.498191258034802,1.9836429164946505,1.1843965844140165,0.9347323923515116,-2.203195585736941,70,1,chevrolet monte carlo,Normal,chevrolet,monte carlo,1,Normal,5
0.06218514532794337,-0.8563205709794179,-0.7722953170657413,-0.24632900724702114,-0.7075440191563827,-0.206261654563009,70,3,toyota corona mark ii,Normal,toyota,corona mark ii,1,Normal,24
-0.19402280333169875,0.3209353435276921,0.0439233235357685,-0.24632900724702114,-0.16248323751121402,-0.02472220627446969,70,1,plymouth duster,Normal,plymouth,duster,1,Normal,19
-0.706438700650983,0.3209353435276921,0.0535258957781392,-0.19430262209571067,-0.23224155880636577,-0.02472220627446969,70,1,amc hornet,Normal,amc,hornet,1,Normal,0
-0.3221267776615198,0.3209353435276921,0.0631284680205099,-0.5064609330035734,-0.4533399669791348,0.1568172420140696,70,1,ford maverick,Normal,ford,maverick,1,Normal,10
0.44649706831740654,-0.8563205709794179,-0.9259364729436725,-0.42842135527660774,-0.993671370909378,-0.3878011028515483,70,3,datsun pl510,Normal,datsun,pl510,1,Normal,7
0.3183930939875855,-0.8563205709794179,-0.9259364729436725,-1.5209754434541274,-1.3424629773851366,1.790672276610923,70,2,volkswagen 1131 deluxe sedan,Normal,volkswagen,1131 deluxe sedan,1,Normal,26
0.19028911965776443,-0.8563205709794179,-0.8011030337928534,-0.45443454785226295,-0.35284069053696704,0.7014355868796874,70,2,peugeot 504,Normal,peugeot,504,1,Normal,18
0.06218514532794337,-0.8563205709794179,-0.8299107505199654,-0.37639497012529727,-0.6389680422899623,-0.3878011028515483,70,2,audi 100 ls,Normal,audi,100 ls,1,Normal,1
0.19028911965776443,-0.8563205709794179,-0.8587184672470776,-0.24632900724702114,-0.7039969858701886,0.7014355868796874,70,2,saab 99e,Normal,saab,99e,1,Normal,22
0.3183930939875855,-0.8563205709794179,-0.6954747391267756,0.221908459114773,-0.8707075503213139,-1.1139588960057054,70,2,bmw 2002,Normal,bmw,2002,1,Normal,2
-0.3221267776615198,0.3209353435276921,0.0535258957781392,-0.37639497012529727,-0.3812169568265203,-0.206261654563009,70,1,amc gremlin,Normal,amc,gremlin,1,Normal,0
-1.6031665209597303,1.498191258034802,1.196231992620253,2.7451881389533304,1.6689682825937018,-0.7508799994286268,70,1,dodge d200,Normal,dodge,d200,1,Normal,8
0.44649706831740654,-0.8563205709794179,-0.9259364729436725,-0.42842135527660774,-0.993671370909378,-0.3878011028515483,71,3,datsun pl510,Normal,datsun,pl510,1,Normal,7
0.5746010426472277,-0.8563205709794179,-0.5130258665217323,-0.37639497012529727,-0.8352372174593723,-0.02472220627446969,71,1,chevrolet vega 2300,Normal,chevrolet,vega 2300,1,Normal,5
0.19028911965776443,-0.8563205709794179,-0.7722953170657413,-0.24632900724702114,-0.8778016168937022,-0.5693405511400875,71,3,toyota corona,Normal,toyota,corona,1,Normal,24
0.19028911965776443,-0.8563205709794179,-0.9163339007013018,-1.1567907473949541,-1.0929883029228142,1.2460539317453052,71,1,ford pinto,Normal,ford,pinto,1,Normal,10
-0.5783347263211619,0.3209353435276921,0.37041077977637243,-0.11626304436874499,-0.3977697788287597,-0.9324194477171661,71,1,amc gremlin,Normal,amc,gremlin,1,Normal,0
-0.9626466493106252,0.3209353435276921,0.30319277407977746,0.013802918509531165,0.5540174863000055,-0.02472220627446969,71,1,plymouth satellite custom,Normal,plymouth,satellite custom,1,Normal,19
-0.834542674980804,0.3209353435276921,0.5432570801390451,-0.11626304436874499,0.4239595991395531,-0.02472220627446969,71,1,chevrolet chevelle malibu,Normal,chevrolet,chevelle malibu,1,Normal,5
-0.5783347263211619,0.3209353435276921,0.5432570801390451,-0.42842135527660774,0.3920362995638057,-0.02472220627446969,71,1,ford torino 500,Normal,ford,torino 500,1,Normal,10
-0.706438700650983,0.3209353435276921,0.37041077977637243,-0.11626304436874499,0.3754834775615663,-0.02472220627446969,71,1,amc matador,Normal,amc,matador,1,Normal,0
-1.2188545979702672,1.498191258034802,1.5035143043761154,1.574594473048845,1.4644226964231721,-1.2954983442942447,71,1,chevrolet impala,Normal,chevrolet,impala,1,Normal,5
-1.2188545979702672,1.498191258034802,1.9836429164946505,1.8347263988053972,1.7659205257496755,-1.477037792582784,71,1,pontiac catalina brougham,Normal,pontiac,catalina brougham,1,Normal,20
-1.2188545979702672,1.498191258034802,1.5131168766184862,1.262436162140982,1.399393752842946,-0.7508799994286268,71,1,ford galaxie 500,Normal,ford,galaxie 500,1,Normal,10
-1.2188545979702672,1.498191258034802,1.196231992620253,1.1843965844140165,1.3308177759765256,-0.9324194477171661,71,1,plymouth fury iii,Normal,plymouth,fury iii,1,Normal,19
-1.4750625466299094,1.498191258034802,1.8203991883743487,1.9647923616836733,2.346451640256786,-1.477037792582784,71,1,dodge monaco (sw),Normal,dodge,monaco (sw),1,Normal,8
-1.3469585723000883,1.498191258034802,1.9836429164946505,1.7046604359271211,2.0993416546519263,-1.2954983442942447,71,1,ford country squire (sw),Normal,ford,country squire (sw),1,Normal,10
-1.3469585723000883,1.498191258034802,1.9836429164946505,1.8347263988053972,2.565185359572092,-1.2954983442942447,71,1,pontiac safari (sw),Normal,pontiac,safari (sw),1,Normal,20
-0.706438700650983,0.3209353435276921,0.6200776580780107,0.14386888138780732,-0.009960806204865311,-0.7508799994286268,71,1,amc hornet sportabout (sw),Normal,amc,hornet sportabout (sw),1,Normal,0
-0.19402280333169875,-0.8563205709794179,-0.5130258665217323,-0.8446324364870914,-0.6649796197220528,1.2460539317453052,71,1,chevrolet vega (sw),Normal,chevrolet,vega (sw),1,Normal,5
-0.5783347263211619,0.3209353435276921,0.5432570801390451,-0.11626304436874499,0.368389410989178,-0.206261654563009,71,1,pontiac firebird,Normal,pontiac,firebird,1,Normal,20
-0.706438700650983,0.3209353435276921,0.5432570801390451,-0.42842135527660774,0.19931415768058988,-0.3878011028515483,71,1,ford mustang,Normal,ford,mustang,1,Normal,10
